Time	x	p
0	-0.672367	-0.094356
1.00004	-0.674895	-0.074147
2.00008	-0.676816	-0.0538714
3.00012	-0.678128	-0.0335472
4.00016	-0.678829	-0.0131928
5.0002	-0.678919	0.00717338
6.00024	-0.678399	0.0275331
7.00028	-0.677267	0.0478681
8.00032	-0.675526	0.06816
9.00036	-0.673178	0.0883906
10.0004	-0.670223	0.108542
11.0004	-0.666665	0.128595
12.0005	-0.662507	0.148533
13.0005	-0.657753	0.168336
14.0006	-0.652407	0.187989
15.0006	-0.646474	0.207472
16.0006	-0.639959	0.226769
17.0007	-0.632868	0.245861
18.0007	-0.625207	0.264732
19.0008	-0.616984	0.283365
20.0008	-0.608205	0.301743
21.0008	-0.598879	0.319849
22.0009	-0.589014	0.337667
23.0009	-0.578619	0.355182
24.001	-0.567703	0.372377
25.001	-0.556277	0.389236
26.001	-0.544349	0.405746
27.0011	-0.531932	0.42189
28.0011	-0.519036	0.437655
29.0012	-0.505673	0.453025
30.0012	-0.491854	0.467988
31.0012	-0.477593	0.48253
32.0013	-0.462902	0.496637
33.0013	-0.447795	0.510298
34.0014	-0.432285	0.523499
35.0014	-0.416385	0.536229
36.0014	-0.400111	0.548476
37.0015	-0.383477	0.56023
38.0015	-0.366497	0.52148
39.0016	-0.352188	0.43226
40.0016	-0.340561	0.342651
41.0016	-0.331629	0.252734
42.0017	-0.325397	0.16259
43.0017	-0.321873	0.0722986
44.0018	-0.321059	-0.0180574
45.0018	-0.322957	-0.108397
46.0018	-0.327563	-0.198639
47.0019	-0.334875	-0.288703
48.0019	-0.344885	-0.378506
49.002	-0.357585	-0.467969
50.002	-0.372964	-0.557011
51.002	-0.391006	-0.645551
52.0021	-0.411697	-0.733511
53.0021	-0.435017	-0.82081
54.0022	-0.460945	-0.907371
55.0022	-0.489459	-0.993115
56.0022	-0.520532	-1.07796
57.0023	-0.554137	-1.16184
58.0023	-0.590243	-1.24468
59.0024	-0.628818	-1.32639
60.0024	-0.669827	-1.40691
61.0024	-0.713233	-1.48617
62.0025	-0.758997	-1.56408
63.0025	-0.807078	-1.64059
64.0026	-0.857432	-1.71563
65.0026	-0.910015	-1.78911
66.0026	-0.964779	-1.86099
67.0027	-1.02167	-1.9312
68.0027	-1.08065	-1.99966
69.0028	-1.14165	-2.06633
