Time	x	p
0	-0.234835	0.33293
1.00004	-0.224741	0.339824
2.00008	-0.214445	0.346412
3.00012	-0.203957	0.352688
4.00016	-0.193284	0.358646
5.0002	-0.182438	0.364282
6.00024	-0.171427	0.36959
7.00028	-0.160262	0.374565
8.00032	-0.148953	0.379204
9.00036	-0.13751	0.383501
10.0004	-0.125943	0.387452
11.0004	-0.114263	0.391056
12.0005	-0.10248	0.394307
13.0005	-0.0906046	0.397203
14.0006	-0.0786478	0.399742
15.0006	-0.0666201	0.401921
16.0006	-0.0545325	0.403738
17.0007	-0.0423959	0.405192
18.0007	-0.030221	0.406281
19.0008	-0.018019	0.407005
20.0008	-0.00580072	0.407362
21.0008	0.00642275	0.407353
22.0009	0.0186404	0.406977
23.0009	0.0308414	0.406235
24.001	0.0430145	0.405127
25.001	0.055149	0.403654
26.001	0.0672338	0.401819
27.0011	0.0792581	0.399621
28.0011	0.0912111	0.397064
29.0012	0.103082	0.39415
30.0012	0.11486	0.390881
31.0012	0.126535	0.38726
32.0013	0.138096	0.38329
33.0013	0.149532	0.378976
34.0014	0.160834	0.37432
35.0014	0.171991	0.369328
36.0014	0.182994	0.364003
37.0015	0.193832	0.358351
38.0015	0.204495	0.352376
39.0016	0.214974	0.346084
40.0016	0.22526	0.33948
41.0016	0.235343	0.332571
42.0017	0.245214	0.325363
43.0017	0.254865	0.317862
44.0018	0.264286	0.310075
45.0018	0.273469	0.302008
46.0018	0.282406	0.29367
47.0019	0.291089	0.285068
48.0019	0.29951	0.276209
49.002	0.307662	0.267101
50.002	0.315537	0.257753
51.002	0.323127	0.248173
52.0021	0.330427	0.23837
53.0021	0.337429	0.228352
54.0022	0.344128	0.218129
55.0022	0.350517	0.207709
56.0022	0.356591	0.197102
57.0023	0.362343	0.186318
58.0023	0.36777	0.175367
59.0024	0.372865	0.164257
60.0024	0.377625	0.153
61.0024	0.382045	0.141605
62.0025	0.386121	0.130082
63.0025	0.38985	0.118443
64.0026	0.393228	0.106696
65.0026	0.396252	0.0948542
66.0026	0.398919	0.0829267
67.0027	0.401227	0.0709245
68.0027	0.403175	0.0588584
69.0028	0.404759	0.0467394
70.0028	0.405979	0.0345784
71.0028	0.406834	0.0223862
72.0029	0.407322	0.0101738
73.0029	0.407444	-0.00204766
74.003	0.407199	-0.0142673
75.003	0.406588	-0.0264741
76.003	0.405611	-0.0386571
77.0031	0.404269	-0.0508053
78.0031	0.402563	-0.0629078
79.0032	0.400494	-0.0749536
80.0032	0.398065	-0.086932
81.0032	0.395278	-0.0988322
82.0033	0.392135	-0.110643
83.0033	0.38864	-0.122355
84.0034	0.384794	-0.133957
85.0034	0.380602	-0.145437
86.0034	0.376068	-0.156788
87.0035	0.371195	-0.167996
88.0035	0.365988	-0.179054
89.0036	0.360452	-0.189951
90.0036	0.354591	-0.200676
91.0036	0.348411	-0.211221
92.0037	0.341918	-0.221576
93.0037	0.335117	-0.231732
94.0038	0.328014	-0.241679
95.0038	0.320616	-0.251408
96.0038	0.312929	-0.260912
97.0039	0.304961	-0.27018
98.0039	0.296719	-0.279205
99.004	0.288209	-0.287979
100.004	0.27944	-0.296494
101.004	0.270419	-0.304742
102.004	0.261155	-0.312715
103.004	0.251656	-0.320407
104.004	0.241931	-0.327811
105.004	0.231988	-0.33492
106.004	0.221836	-0.341727
107.004	0.211484	-0.348227
108.004	0.200942	-0.354414
109.004	0.190219	-0.360281
110.004	0.179325	-0.365824
111.004	0.16827	-0.371038
112.004	0.157063	-0.375918
113.005	0.145715	-0.38046
114.005	0.134235	-0.384659
115.005	0.122635	-0.388512
116.005	0.110925	-0.392015
117.005	0.0991142	-0.395166
118.005	0.0872147	-0.397961
119.005	0.0752366	-0.400398
120.005	0.0631908	-0.402474
121.005	0.0510881	-0.404188
122.005	0.0389395	-0.405539
123.005	0.0267558	-0.406524
124.005	0.0145481	-0.407144
125.005	0.00232721	-0.407397
126.005	-0.00989575	-0.407283
127.005	-0.0221098	-0.406803
128.005	-0.0343039	-0.405957
129.005	-0.0464672	-0.404745
130.005	-0.0585887	-0.40317
131.005	-0.0706574	-0.401231
132.005	-0.0826625	-0.398931
133.005	-0.0945932	-0.396272
134.005	-0.106439	-0.393257
135.005	-0.118189	-0.389887
136.005	-0.129832	-0.386167
137.005	-0.141359	-0.382099
138.006	-0.152758	-0.377687
139.006	-0.16402	-0.372936
140.006	-0.175134	-0.367848
141.006	-0.186091	-0.36243
142.006	-0.19688	-0.356686
143.006	-0.207492	-0.35062
144.006	-0.217917	-0.344239
145.006	-0.228146	-0.337548
146.006	-0.23817	-0.330553
147.006	-0.247979	-0.323261
148.006	-0.257566	-0.315678
149.006	-0.26692	-0.30781
150.006	-0.276034	-0.299666
151.006	-0.2849	-0.291252
152.006	-0.293509	-0.282576
153.006	-0.301855	-0.273645
154.006	-0.309928	-0.264469
155.006	-0.317723	-0.255054
156.006	-0.325231	-0.24541
157.006	-0.332447	-0.235544
158.006	-0.339364	-0.225467
159.006	-0.345975	-0.215187
