Time	x	p
0	-0.036841	0.782377
1.00004	-0.0133531	0.78313
2.00008	0.0101468	0.783178
3.00012	0.0336376	0.782522
4.00016	0.0570981	0.781161
5.0002	0.0805072	0.779096
6.00024	0.103844	0.776331
7.00028	0.127087	0.772867
8.00032	0.150216	0.768708
9.00036	0.17321	0.763856
10.0004	0.196047	0.758317
11.0004	0.218709	0.752096
12.0005	0.241173	0.745198
13.0005	0.26342	0.737629
14.0006	0.285431	0.729396
15.0006	0.307184	0.720507
16.0006	0.328661	0.710969
17.0007	0.349842	0.700792
18.0007	0.370709	0.689984
19.0008	0.391241	0.678554
20.0008	0.411422	0.666514
21.0008	0.431232	0.653875
22.0009	0.450654	0.640646
23.0009	0.469671	0.626841
24.001	0.488265	0.612472
25.001	0.506419	0.597552
26.001	0.524118	0.582094
27.0011	0.541345	0.566112
28.0011	0.558085	0.549621
29.0012	0.574322	0.532634
30.0012	0.590043	0.515169
31.0012	0.605232	0.49724
32.0013	0.619877	0.478863
33.0013	0.633964	0.460056
34.0014	0.647481	0.440834
35.0014	0.660414	0.421215
36.0014	0.672753	0.401218
37.0015	0.684487	0.380859
38.0015	0.695605	0.360158
39.0016	0.706097	0.339132
40.0016	0.715953	0.317802
41.0016	0.725165	0.296185
42.0017	0.733724	0.274302
43.0017	0.741623	0.252171
44.0018	0.748854	0.229814
45.0018	0.755412	0.20725
46.0018	0.761289	0.1845
47.0019	0.766482	0.161583
48.0019	0.770984	0.138521
49.002	0.774793	0.115335
50.002	0.777904	0.0920441
51.002	0.780316	0.0686707
52.0021	0.782025	0.0452356
53.0021	0.78303	0.0217598
54.0022	0.78333	-0.00173558
55.0022	0.782926	-0.0252294
56.0022	0.781817	-0.0487006
57.0023	0.780004	-0.0721279
58.0023	0.777489	-0.0954902
59.0024	0.774274	-0.118767
60.0024	0.770363	-0.141936
61.0024	0.765758	-0.164978
62.0025	0.760464	-0.187871
63.0025	0.754486	-0.210596
64.0026	0.747828	-0.23313
65.0026	0.740498	-0.255455
66.0026	0.732501	-0.27755
67.0027	0.723845	-0.299395
