Time	x	p
0	-0.388692	-0.545097
1.00004	-0.40487	-0.533193
2.00008	-0.420683	-0.52081
3.00012	-0.436118	-0.507958
4.00016	-0.451161	-0.494649
5.0002	-0.465797	-0.480894
6.00024	-0.480014	-0.466707
7.00028	-0.4938	-0.4521
8.00032	-0.50714	-0.437086
9.00036	-0.520025	-0.421678
10.0004	-0.532441	-0.405891
11.0004	-0.544378	-0.389739
12.0005	-0.555825	-0.373236
13.0005	-0.566772	-0.356397
14.0006	-0.577209	-0.339237
15.0006	-0.587127	-0.321772
16.0006	-0.596516	-0.304018
17.0007	-0.605368	-0.285989
18.0007	-0.613675	-0.267704
19.0008	-0.62143	-0.249177
20.0008	-0.628626	-0.230426
21.0008	-0.635256	-0.211468
22.0009	-0.641314	-0.19232
23.0009	-0.646795	-0.172998
24.001	-0.651694	-0.153521
25.001	-0.656006	-0.133905
26.001	-0.659728	-0.114169
27.0011	-0.662856	-0.0943305
28.0011	-0.665388	-0.0744068
29.0012	-0.667321	-0.0544162
30.0012	-0.668653	-0.0343766
31.0012	-0.669383	-0.014306
32.0013	-0.669511	0.00577738
33.0013	-0.669036	0.0258556
34.0014	-0.66796	0.0459105
35.0014	-0.666282	0.0659242
36.0014	-0.664004	0.0858785
37.0015	-0.661129	0.105755
38.0015	-0.657659	0.125537
39.0016	-0.653597	0.145206
40.0016	-0.648947	0.164744
41.0016	-0.643712	0.184134
42.0017	-0.637899	0.203358
43.0017	-0.631511	0.222399
44.0018	-0.624555	0.24124
45.0018	-0.617036	0.259864
46.0018	-0.608963	0.278254
47.0019	-0.600341	0.296394
48.0019	-0.591179	0.314267
49.002	-0.581485	0.331857
50.002	-0.571268	0.349148
51.002	-0.560536	0.366125
52.0021	-0.5493	0.382773
53.0021	-0.53757	0.399076
54.0022	-0.525356	0.415019
55.0022	-0.512669	0.43059
56.0022	-0.49952	0.445773
57.0023	-0.485922	0.460554
58.0023	-0.471887	0.474921
59.0024	-0.457427	0.488861
60.0024	-0.442555	0.502361
61.0024	-0.427285	0.515408
62.0025	-0.411631	0.527992
63.0025	-0.395606	0.540101
64.0026	-0.379225	0.551723
65.0026	-0.362502	0.562849
66.0026	-0.345454	0.573468
67.0027	-0.328094	0.583572
68.0027	-0.31044	0.59315
69.0028	-0.292505	0.602194
70.0028	-0.274308	0.610696
71.0028	-0.255864	0.618649
72.0029	-0.237189	0.626044
73.0029	-0.218301	0.632877
74.003	-0.199216	0.63914
75.003	-0.179953	0.644827
76.003	-0.160527	0.649934
77.0031	-0.140957	0.654457
78.0031	-0.121259	0.65839
79.0032	-0.101453	0.66173
80.0032	-0.0815556	0.664476
81.0032	-0.0615846	0.666623
82.0033	-0.0415582	0.66817
83.0033	-0.0214944	0.669116
84.0034	-0.00141125	0.669459
85.0034	0.0186732	0.6692
86.0034	0.0387408	0.668339
87.0035	0.0587735	0.666876
88.0035	0.0787533	0.664813
89.0036	0.0986623	0.662152
90.0036	0.118482	0.658895
91.0036	0.138196	0.655045
92.0037	0.157785	0.650605
93.0037	0.177232	0.64558
94.0038	0.19652	0.639974
95.0038	0.215631	0.633791
96.0038	0.234547	0.627039
97.0039	0.253253	0.619722
98.0039	0.271731	0.611847
99.004	0.289964	0.603421
100.004	0.307936	0.594453
101.004	0.325631	0.584949
102.004	0.343033	0.57492
103.004	0.360126	0.564372
104.004	0.376895	0.553317
105.004	0.393325	0.541764
106.004	0.409401	0.529723
107.004	0.425109	0.517205
108.004	0.440433	0.504222
109.004	0.455362	0.490785
110.004	0.469881	0.476906
111.004	0.483976	0.462598
112.004	0.497636	0.447874
113.005	0.510849	0.432747
114.005	0.523601	0.41723
115.005	0.535883	0.401338
116.005	0.547682	0.385084
117.005	0.558988	0.368484
118.005	0.569791	0.351553
119.005	0.580081	0.334305
120.005	0.589849	0.316756
121.005	0.599086	0.298922
122.005	0.607784	0.280819
123.005	0.615935	0.262463
124.005	0.623532	0.243871
125.005	0.630568	0.225059
126.005	0.637036	0.206045
127.005	0.64293	0.186846
128.005	0.648246	0.167478
129.005	0.652979	0.14796
130.005	0.657124	0.128308
131.005	0.660677	0.108541
132.005	0.663636	0.0886766
133.005	0.665998	0.068732
134.005	0.66776	0.0487257
135.005	0.668922	0.0286754
136.005	0.669481	0.00859941
137.005	0.669438	-0.0114844
138.006	0.668792	-0.0315578
139.006	0.667544	-0.0516028
140.006	0.665696	-0.0716014
141.006	0.663248	-0.0915356
142.006	0.660203	-0.111387
143.006	0.656565	-0.131139
144.006	0.652335	-0.150772
145.006	0.647518	-0.17027
146.006	0.642119	-0.189615
