Time	x	p
428.017	0.147426	-0.226051
429.017	0.140578	-0.230371
430.017	0.133604	-0.234484
431.017	0.126509	-0.238386
432.017	0.1193	-0.242073
433.017	0.111985	-0.295542
434.017	0.101568	-0.398745
435.017	0.0880598	-0.50159
436.017	0.0714725	-0.603983
437.017	0.0518208	-0.705832
438.018	0.0291225	-0.807046
439.018	0.00339803	-0.907534
440.018	-0.0253295	-1.00721
441.018	-0.0570343	-1.10597
442.018	-0.0916877	-1.20374
443.018	-0.129259	-1.30042
444.018	-0.169713	-1.39594
445.018	-0.213015	-1.4902
446.018	-0.259125	-1.58312
447.018	-0.308002	-1.67461
448.018	-0.359602	-1.7646
449.018	-0.413878	-1.85299
450.018	-0.470781	-1.93972
451.018	-0.530261	-2.02471
452.018	-0.592264	-2.10787
453.018	-0.656734	-2.18914
454.018	-0.723612	-2.26843
455.018	-0.792839	-2.34568
456.018	-0.864353	-2.42083
457.018	-0.938089	-2.49379
458.018	-1.01398	-2.56451
459.018	-1.09196	-2.63292
460.018	-1.17196	-2.69896
461.018	-1.2539	-2.76257
462.018	-1.33771	-2.8237
463.019	-1.42332	-2.88228
464.019	-1.51065	-2.93827
465.019	-1.59962	-2.99162
466.019	-1.69014	-3.04227
467.019	-1.78215	-3.09019
468.019	-1.87556	-3.13532
469.019	-1.97027	-3.17764
470.019	-2.06621	-3.21709
471.019	-2.1633	-3.25365
472.019	-2.26143	-3.28727
473.019	-2.36053	-3.31795
474.019	-2.46051	-3.34563
475.019	-2.56127	-3.3703
476.019	-2.66273	-3.39194
477.019	-2.76479	-3.41053
478.019	-2.86736	-3.42605
479.019	-2.97035	-3.43848
480.019	-3.07367	-3.44782
481.019	-3.17722	-3.45406
482.019	-3.28091	-3.45719
483.019	-3.38465	-3.4572
484.019	-3.48834	-3.45411
485.019	-3.5919	-3.44791
486.019	-3.69522	-3.4386
487.019	-3.79821	-3.4262
488.02	-3.90079	-3.41071
489.02	-4.00286	-3.39216
490.02	-4.10432	-3.37055
491.02	-4.20509	-3.34591
492.02	-4.30507	-3.31826
493.02	-4.40418	-3.28762
494.02	-4.50233	-3.25402
495.02	-4.59943	-3.21749
496.02	-4.69538	-3.17807
497.02	-4.79011	-3.13579
498.02	-4.88353	-3.09068
499.02	-4.97555	-3.0428
500.02	-5.0661	-2.99217
501.02	-5.15508	-2.93886
502.02	-5.24243	-2.88289
503.02	-5.32805	-2.82434
504.02	-5.41189	-2.76324
505.02	-5.49385	-2.69965
506.02	-5.57387	-2.63363
507.02	-5.65187	-2.56525
508.02	-5.72778	-2.49455
509.02	-5.80154	-2.42161
510.02	-5.87308	-2.34649
511.02	-5.94233	-2.26926
512.02	-6.00923	-2.18999
513.021	-6.07373	-2.10875
514.021	-6.13576	-2.0256
515.021	-6.19527	-1.94064
516.021	-6.2522	-1.85393
517.021	-6.3065	-1.76555
518.021	-6.35813	-1.67558
519.021	-6.40704	-1.5841
520.021	-6.45318	-1.4912
521.021	-6.49651	-1.39695
522.021	-6.53699	-1.30145
523.021	-6.57459	-1.20477
524.021	-6.60928	-1.10702
525.021	-6.64102	-1.00826
526.021	-6.66977	-0.9086
527.021	-6.69553	-0.80812
528.021	-6.71826	-0.706913
529.021	-6.73795	-0.60507
530.021	-6.75457	-0.502683
531.021	-6.76811	-0.399843
532.021	-6.77856	-0.296643
533.021	-6.78591	-0.193176
534.021	-6.79015	-0.0895349
535.021	-6.79128	0.0141865
536.021	-6.7893	0.117895
537.021	-6.7842	0.221498
538.022	-6.77601	0.324901
539.022	-6.76471	0.428011
540.022	-6.75033	0.530737
541.022	-6.73287	0.632985
542.022	-6.71235	0.734663
543.022	-6.68879	0.83568
544.022	-6.66221	0.935945
545.022	-6.63263	1.03537
546.022	-6.60008	1.13386
547.022	-6.5646	1.23133
548.022	-6.5262	1.32769
549.022	-6.48494	1.42286
550.022	-6.44083	1.51674
551.022	-6.39393	1.60927
552.022	-6.34428	1.70034
553.022	-6.29191	1.78988
554.022	-6.23688	1.87781
555.022	-6.17924	1.96406
556.022	-6.11904	2.04853
557.022	-6.05633	2.13116
558.022	-5.99117	2.21187
559.022	-5.92362	2.29059
560.022	-5.85373	2.36725
561.022	-5.78158	2.44178
562.022	-5.70723	2.51412
563.023	-5.63074	2.58419
564.023	-5.55218	2.65193
565.023	-5.47162	2.71729
566.023	-5.38914	2.7802
567.023	-5.30481	2.84061
568.023	-5.2187	2.89846
569.023	-5.1309	2.9537
570.023	-5.04148	3.00629
571.023	-4.95052	3.05617
572.023	-4.85811	3.1033
573.023	-4.76433	3.14764
574.023	-4.66925	3.18914
575.023	-4.57298	3.22777
576.023	-4.47559	3.2635
577.023	-4.37717	3.29629
578.023	-4.27781	3.32612
579.023	-4.1776	3.35295
580.023	-4.07663	3.37676
581.023	-3.97499	3.39754
582.023	-3.87278	3.41525
583.023	-3.77008	3.4299
584.023	-3.66699	3.44145
585.023	-3.56359	3.44991
586.023	-3.45999	3.45526
587.023	-3.35628	3.45751
588.024	-3.25254	3.45664
589.024	-3.14888	3.45266
590.024	-3.04538	3.44558
591.024	-2.94214	3.43539
592.024	-2.83926	3.42211
593.024	-2.73682	3.40575
594.024	-2.63491	3.38633
595.024	-2.53364	3.36385
596.024	-2.43308	3.33836
597.024	-2.33334	3.30985
598.024	-2.23449	3.27837
599.024	-2.13663	3.24394
600.024	-2.03985	3.20658
601.024	-1.94424	3.16634
602.024	-1.84987	3.12326
603.024	-1.75684	3.07736
604.024	-1.66523	3.02869
605.024	-1.57512	2.97729
606.024	-1.48659	2.92322
607.024	-1.39973	2.86651
608.024	-1.3146	2.80723
609.024	-1.23129	2.74542
610.024	-1.14988	2.68114
611.024	-1.07043	2.61444
612.024	-0.993012	2.54539
613.025	-0.917703	2.47405
614.025	-0.844569	2.40049
615.025	-0.773674	2.32476
616.025	-0.705083	2.24694
617.025	-0.638858	2.1671
618.025	-0.575057	2.08531
619.025	-0.513739	2.00164
620.025	-0.454959	1.91617
621.025	-0.398769	1.82898
622.025	-0.34522	1.74014
623.025	-0.294361	1.64973
624.025	-0.246236	1.55784
625.025	-0.20089	1.46455
626.025	-0.158363	1.36994
627.025	-0.118694	1.27409
628.025	-0.0819179	1.1771
629.025	-0.048068	1.07905
630.025	-0.0171749	0.980029
631.025	0.0107337	0.880126
632.025	0.0356326	0.77943
633.025	0.0574995	0.678033
634.025	0.0763146	0.576026
635.025	0.0920611	0.4735
636.025	0.104725	0.370549
637.025	0.114294	0.267263
638.026	0.12076	0.163737
639.026	0.124118	0.0600643
640.026	0.124364	-0.043663
641.026	0.121498	-0.147351
642.026	0.115523	-0.250906
643.026	0.106444	-0.354236
644.026	0.0942691	-0.457246
645.026	0.0790093	-0.559846
646.026	0.0606784	-0.661941
647.026	0.0392928	-0.76344
648.026	0.0148719	-0.864253
649.026	-0.0125623	-0.964288
650.026	-0.0429853	-1.06345
651.026	-0.0763696	-1.16166
652.026	-0.112685	-1.25883
653.026	-0.151899	-1.35486
654.026	-0.193977	-1.44967
655.026	-0.23888	-1.54318
656.026	-0.286567	-1.6353
657.026	-0.336997	-1.72594
658.026	-0.390124	-1.81504
659.026	-0.4459	-1.9025
660.026	-0.504274	-1.98824
661.026	-0.565194	-2.0722
662.026	-0.628606	-2.15429
663.027	-0.694452	-2.23445
664.027	-0.762673	-2.31259
665.027	-0.833207	-2.38865
666.027	-0.905992	-2.46257
667.027	-0.980961	-2.53426
668.027	-1.05805	-2.60368
669.027	-1.13718	-2.67075
670.027	-1.21829	-2.73542
671.027	-1.30131	-2.79762
672.027	-1.38615	-2.85731
673.027	-1.47275	-2.91443
674.027	-1.56102	-2.96892
675.027	-1.65088	-3.02074
676.027	-1.74226	-3.06984
677.027	-1.83507	-3.11618
678.027	-1.92923	-3.15972
679.027	-2.02465	-3.20041
680.027	-2.12126	-3.23822
681.027	-2.21895	-3.27312
682.027	-2.31764	-3.30507
683.027	-2.41725	-3.33405
684.027	-2.51769	-3.36002
685.027	-2.61885	-3.38298
686.027	-2.72066	-3.40288
687.027	-2.82303	-3.41973
688.028	-2.92585	-3.43349
689.028	-3.02904	-3.44417
690.028	-3.1325	-3.45175
691.028	-3.23614	-3.45622
692.028	-3.33987	-3.45758
693.028	-3.4436	-3.45583
694.028	-3.54722	-3.45096
695.028	-3.65065	-3.443
696.028	-3.7538	-3.43193
697.028	-3.85657	-3.41777
698.028	-3.95887	-3.40054
699.028	-4.0606	-3.38025
700.028	-4.16168	-3.35692
701.028	-4.26202	-3.33056
702.028	-4.36152	-3.30121
703.028	-4.46009	-3.26888
704.028	-4.55765	-3.23362
705.028	-4.65411	-3.19544
706.028	-4.74938	-3.15439
707.028	-4.84337	-3.1105
708.028	-4.936	-3.06381
709.028	-5.0272	-3.01436
710.028	-5.11687	-2.9622
711.028	-5.20493	-2.90737
712.028	-5.29131	-2.84993
713.029	-5.37593	-2.78992
714.029	-5.4587	-2.7274
715.029	-5.53957	-2.66243
716.029	-5.61845	-2.59505
717.029	-5.69527	-2.52535
718.029	-5.76997	-2.45337
719.029	-5.84247	-2.37918
720.029	-5.91272	-2.30286
721.029	-5.98065	-2.22446
722.029	-6.04619	-2.14405
723.029	-6.10929	-2.06172
724.029	-6.16989	-1.97753
725.029	-6.22794	-1.89157
726.029	-6.28339	-1.8039
727.029	-6.33618	-1.7146
728.029	-6.38626	-1.62377
729.029	-6.4336	-1.53147
730.029	-6.47815	-1.43779
731.029	-6.51987	-1.34282
732.029	-6.55872	-1.24664
733.029	-6.59467	-1.14934
734.029	-6.62768	-1.05101
735.029	-6.65773	-0.951725
736.029	-6.68478	-0.851587
737.029	-6.70882	-0.750683
738.03	-6.72982	-0.649104
739.03	-6.74777	-0.54694
740.03	-6.76264	-0.444284
741.03	-6.77443	-0.341228
742.03	-6.78311	-0.237865
743.03	-6.7887	-0.134287
744.03	-6.79117	-0.0305893
745.03	-6.79053	0.0731362
746.03	-6.78678	0.176796
747.03	-6.77993	0.280297
748.03	-6.76997	0.383545
749.03	-6.75691	0.486448
750.03	-6.74078	0.588914
751.03	-6.72158	0.690849
752.03	-6.69933	0.792162
753.03	-6.67405	0.892763
754.03	-6.64576	0.99256
755.03	-6.61449	1.09146
756.03	-6.58027	1.18939
757.03	-6.54313	1.28624
758.03	-6.5031	1.38193
759.03	-6.46022	1.47638
760.03	-6.41452	1.5695
761.03	-6.36605	1.66121
762.03	-6.31484	1.75142
763.031	-6.26096	1.84006
764.031	-6.20444	1.92704
765.031	-6.14534	2.01229
766.031	-6.0837	2.09572
767.031	-6.01959	2.17727
768.031	-5.95307	2.25686
769.031	-5.88418	2.33442
770.031	-5.813	2.40988
771.031	-5.73959	2.48317
772.031	-5.66401	2.55422
773.031	-5.58634	2.62298
774.031	-5.50663	2.68937
775.031	-5.42497	2.75335
776.031	-5.34143	2.81484
777.031	-5.25608	2.8738
778.031	-5.169	2.93018
779.031	-5.08027	2.98392
780.031	-4.98997	3.03497
781.031	-4.89817	3.0833
782.031	-4.80497	3.12884
783.031	-4.71044	3.17157
784.031	-4.61468	3.21145
785.031	-4.51776	3.24844
786.031	-4.41977	3.2825
787.031	-4.32081	3.31361
788.032	-4.22095	3.34174
789.032	-4.1203	3.36685
790.032	-4.01894	3.38894
791.032	-3.91697	3.40798
792.032	-3.81446	3.42395
793.032	-3.71153	3.43684
794.032	-3.60825	3.44664
795.032	-3.50473	3.45333
796.032	-3.40105	3.45692
797.032	-3.29732	3.4574
798.032	-3.19361	3.45476
799.032	-3.09003	3.44902
800.032	-2.98667	3.44017
801.032	-2.88362	3.42822
802.032	-2.78098	3.41319
803.032	-2.67883	3.39509
804.032	-2.57727	3.37393
805.032	-2.47639	3.34973
806.032	-2.37629	3.32252
807.032	-2.27704	3.29232
808.032	-2.17875	3.25916
809.032	-2.08149	3.22306
810.032	-1.98536	3.18407
811.032	-1.89045	3.1422
812.032	-1.79683	3.09751
813.033	-1.7046	3.05003
814.033	-1.61383	2.99981
815.033	-1.52461	2.94689
816.033	-1.43702	2.89131
817.033	-1.35113	2.83313
818.033	-1.26703	2.77241
819.033	-1.18479	2.70918
820.033	-1.10448	2.64352
821.033	-1.02617	2.57548
822.033	-0.949948	2.50512
823.033	-0.875867	2.43251
824.033	-0.803997	2.35771
825.033	-0.734404	2.28078
826.033	-0.66715	2.20181
827.033	-0.602296	2.12085
828.033	-0.539899	2.03798
829.033	-0.480017	1.95328
830.033	-0.422702	1.86682
831.033	-0.368008	1.77868
832.033	-0.315982	1.68894
833.033	-0.266671	1.59768
834.033	-0.220121	1.50498
835.033	-0.176372	1.41093
836.033	-0.135465	1.31561
837.033	-0.0974355	1.2191
838.034	-0.0623186	1.1215
839.034	-0.0301456	1.02289
840.034	-0.000945436	0.923352
841.034	0.0252555	0.822987
842.034	0.0484338	0.721882
843.034	0.0685685	0.620127
844.034	0.0856414	0.517814
845.034	0.0996373	0.415035
846.034	0.110543	0.311882
847.034	0.11835	0.208449
848.034	0.12305	0.104827
849.034	0.12464	0.00111214
850.034	0.123117	-0.102604
851.034	0.118484	-0.206228
852.034	0.110743	-0.309667
853.034	0.0999036	-0.412826
854.034	0.0859739	-0.515614
855.034	0.0689667	-0.617939
856.034	0.0488975	-0.719707
857.034	0.0257843	-0.820827
858.034	-0.000352062	-0.921208
859.034	-0.0294882	-1.02076
860.034	-0.0615977	-1.11939
861.034	-0.0966518	-1.21702
862.034	-0.134619	-1.31355
863.035	-0.175465	-1.4089
864.035	-0.219153	-1.45298
865.035	-0.262644	-1.44575
866.035	-0.305898	-1.43723
867.035	-0.348877	-1.4274
868.035	-0.391542	-1.4163
869.035	-0.433855	-1.40392
870.035	-0.475777	-1.39027
871.035	-0.517272	-1.37538
872.035	-0.5583	-1.35924
873.035	-0.598826	-1.34189
874.035	-0.638813	-1.32332
875.035	-0.678225	-1.30357
876.035	-0.717027	-1.28264
877.035	-0.755184	-1.26055
878.035	-0.792661	-1.23734
879.035	-0.829424	-1.21301
880.035	-0.865441	-1.18758
881.035	-0.900679	-1.16109
882.035	-0.935106	-1.13355
883.035	-0.968692	-1.105
884.035	-1.00141	-1.07545
885.035	-1.03322	-1.04493
886.035	-1.0641	-1.01347
887.035	-1.09403	-0.981094
888.036	-1.12297	-0.947839
889.036	-1.1509	-0.913731
890.036	-1.17779	-0.878801
891.036	-1.20363	-0.84308
892.036	-1.22838	-0.8066
893.036	-1.25202	-0.769394
894.036	-1.27454	-0.731495
895.036	-1.29591	-0.692939
896.036	-1.31612	-0.653758
