Time	x	p
0	-0.640675	-0.640836
1.00004	-0.661112	-0.721309
2.00008	-0.683954	-0.801133
3.00012	-0.70918	-0.880236
4.00016	-0.736768	-0.958547
5.0002	-0.766693	-1.03599
6.00024	-0.798927	-1.11251
7.00028	-0.833443	-1.18802
8.00032	-0.870209	-1.26247
9.00036	-0.909191	-1.33578
10.0004	-0.950356	-1.40789
11.0004	-0.993665	-1.47873
12.0005	-1.03908	-1.54823
13.0005	-1.08656	-1.61635
14.0006	-1.13606	-1.68301
15.0006	-1.18754	-1.74816
16.0006	-1.24095	-1.81173
17.0007	-1.29624	-1.87367
18.0007	-1.35337	-1.93393
19.0008	-1.41228	-1.99244
20.0008	-1.47292	-2.04916
21.0008	-1.53523	-2.10404
22.0009	-1.59916	-2.15703
23.0009	-1.66465	-2.20807
24.001	-1.73164	-2.25713
25.001	-1.80008	-2.30415
26.001	-1.86989	-2.3491
27.0011	-1.94102	-2.39194
28.0011	-2.01341	-2.43262
29.0012	-2.08698	-2.47111
30.0012	-2.16168	-2.50738
31.0012	-2.23742	-2.5414
32.0013	-2.31416	-2.57312
33.0013	-2.39181	-2.60253
34.0014	-2.47031	-2.6296
35.0014	-2.54959	-2.6543
36.0014	-2.62957	-2.67662
37.0015	-2.71018	-2.69652
38.0015	-2.79136	-2.714
39.0016	-2.87302	-2.72903
40.0016	-2.9551	-2.74161
41.0016	-3.03752	-2.75172
42.0017	-3.12021	-2.75935
43.0017	-3.20308	-2.7645
44.0018	-3.28608	-2.76717
45.0018	-3.36911	-2.76734
46.0018	-3.45212	-2.76502
47.0019	-3.53501	-2.76021
48.0019	-3.61773	-2.75292
49.002	-3.70019	-2.74315
50.002	-3.78232	-2.73092
51.002	-3.86404	-2.71622
52.0021	-3.94529	-2.69908
53.0021	-4.02599	-2.67951
54.0022	-4.10606	-2.65753
55.0022	-4.18544	-2.63316
56.0022	-4.26405	-2.60642
57.0023	-4.34183	-2.57733
58.0023	-4.41869	-2.54592
59.0024	-4.49458	-2.51222
60.0024	-4.56942	-2.47626
61.0024	-4.64316	-2.43807
62.0025	-4.71571	-2.39769
63.0025	-4.78702	-2.35515
64.0026	-4.85702	-2.31049
65.0026	-4.92565	-2.26375
66.0026	-4.99284	-2.21497
67.0027	-5.05855	-2.1642
68.0027	-5.12269	-2.11148
69.0028	-5.18523	-2.05686
70.0028	-5.24611	-2.00039
71.0028	-5.30526	-1.94212
72.0029	-5.36263	-1.8821
73.0029	-5.41818	-1.82039
74.003	-5.47186	-1.75704
75.003	-5.52361	-1.69211
76.003	-5.57338	-1.62565
77.0031	-5.62115	-1.55774
78.0031	-5.66685	-1.48842
79.0032	-5.71045	-1.41776
80.0032	-5.75191	-1.34582
81.0032	-5.7912	-1.27267
82.0033	-5.82827	-1.19838
83.0033	-5.8631	-1.12301
84.0034	-5.89565	-1.04663
85.0034	-5.9259	-0.969307
86.0034	-5.95381	-0.891111
87.0035	-5.97937	-0.812113
88.0035	-6.00254	-0.732385
89.0036	-6.02331	-0.651997
90.0036	-6.04166	-0.571023
91.0036	-6.05757	-0.489534
92.0037	-6.07103	-0.407605
93.0037	-6.08203	-0.325309
94.0038	-6.09055	-0.24272
95.0038	-6.09659	-0.159913
96.0038	-6.10015	-0.0769623
97.0039	-6.10121	0.00605798
98.0039	-6.09978	0.0890728
99.004	-6.09586	0.172008
100.004	-6.08946	0.254787
101.004	-6.08058	0.337338
102.004	-6.06922	0.419585
103.004	-6.0554	0.501454
104.004	-6.03913	0.582872
105.004	-6.02043	0.663766
106.004	-5.99931	0.744062
107.004	-5.97579	0.823688
108.004	-5.94989	0.902573
109.004	-5.92163	0.980646
110.004	-5.89105	1.05784
111.004	-5.85816	1.13407
112.004	-5.823	1.20929
113.005	-5.7856	1.28342
114.005	-5.746	1.3564
115.005	-5.70422	1.42815
116.005	-5.66031	1.49862
117.005	-5.6143	1.56774
118.005	-5.56624	1.63544
119.005	-5.51618	1.70168
120.005	-5.46414	1.76638
121.005	-5.41019	1.8295
122.005	-5.35437	1.89097
123.005	-5.29674	1.95074
124.005	-5.23733	2.00875
125.005	-5.17621	2.06495
126.005	-5.11343	2.11929
127.005	-5.04905	2.17173
128.005	-4.98313	2.22221
129.005	-4.91572	2.2707
130.005	-4.84689	2.31714
131.005	-4.77669	2.36149
132.005	-4.7052	2.40372
133.005	-4.63247	2.44378
134.005	-4.55857	2.48165
135.005	-4.48357	2.51728
136.005	-4.40753	2.55065
137.005	-4.33053	2.58172
138.006	-4.25263	2.61047
139.006	-4.1739	2.63686
140.006	-4.09442	2.66089
141.006	-4.01425	2.68252
142.006	-3.93347	2.70173
143.006	-3.85215	2.71852
144.006	-3.77036	2.73286
145.006	-3.68817	2.74473
146.006	-3.60567	2.75414
147.006	-3.52293	2.76107
148.006	-3.44001	2.76551
149.006	-3.357	2.76747
150.006	-3.27396	2.76693
151.006	-3.19098	2.76391
152.006	-3.10813	2.75839
153.006	-3.02548	2.7504
154.006	-2.9431	2.73993
155.006	-2.86108	2.72699
156.006	-2.77948	2.7116
157.006	-2.69838	2.69377
158.006	-2.61786	2.67351
159.006	-2.53797	2.65085
160.006	-2.45881	2.6258
161.006	-2.38043	2.59839
162.006	-2.3029	2.56864
163.007	-2.22631	2.53658
164.007	-2.15071	2.50223
165.007	-2.07617	2.46563
166.007	-2.00277	2.42682
167.007	-1.93056	2.38582
168.007	-1.85962	2.34267
169.007	-1.79	2.29742
170.007	-1.72178	2.25009
171.007	-1.655	2.20074
172.007	-1.58973	2.14941
173.007	-1.52603	2.09615
174.007	-1.46396	2.041
175.007	-1.40357	1.98401
176.007	-1.34492	1.92524
177.007	-1.28806	1.86474
178.007	-1.23304	1.80255
179.007	-1.17991	1.73875
180.007	-1.12871	1.67338
181.007	-1.0795	1.6065
182.007	-1.03232	1.53818
183.007	-0.987213	1.46847
184.007	-0.944214	1.39744
185.007	-0.903366	1.32516
186.007	-0.864705	1.25168
187.007	-0.828266	1.17707
188.008	-0.794081	1.10141
189.008	-0.762181	1.02475
190.008	-0.732596	0.947172
191.008	-0.705351	0.868741
192.008	-0.680471	0.789528
193.008	-0.657979	0.709605
194.008	-0.637895	0.629043
195.008	-0.620237	0.547915
196.008	-0.60502	0.466294
197.008	-0.592259	0.384253
198.008	-0.581965	0.301866
199.008	-0.574147	0.219208
200.008	-0.568813	0.136352
201.008	-0.565966	0.0533741
202.008	-0.56561	-0.0296523
203.008	-0.567745	-0.112652
204.008	-0.572369	-0.19555
205.008	-0.579478	-0.278273
206.008	-0.589066	-0.360744
207.008	-0.601123	-0.442892
208.008	-0.615639	-0.52464
209.008	-0.632601	-0.605917
210.008	-0.651994	-0.686648
211.008	-0.6738	-0.766761
212.008	-0.698	-0.846184
