0 0 0.01
1.00004 -0.000150068 -0.0200045
2.00008 -0.0012 -0.049991
3.00012 -0.00314885 -0.0799325
4.00016 -0.00599487 -0.109802
5.0002 -0.00973549 -0.139573
6.00024 -0.0143674 -0.169218
7.00028 -0.0198863 -0.198711
8.00032 -0.0262873 -0.228025
9.00036 -0.0333397 -0.242134
10.0004 -0.0405871 -0.241024
11.0004 -0.0477979 -0.239698
12.0005 -0.0549657 -0.238157
13.0005 -0.0620841 -0.2364
14.0006 -0.0691466 -0.234431
15.0006 -0.0761468 -0.232252
16.0006 -0.0830785 -0.229863
17.0007 -0.0899355 -0.227267
18.0007 -0.0967115 -0.224467
19.0008 -0.1034 -0.221464
20.0008 -0.109996 -0.218262
21.0008 -0.116493 -0.214864
22.0009 -0.122885 -0.211273
23.0009 -0.129167 -0.207491
24.001 -0.135332 -0.203523
25.001 -0.141375 -0.199371
26.001 -0.147292 -0.19504
27.0011 -0.153075 -0.190534
28.0011 -0.158721 -0.185856
29.0012 -0.164224 -0.181011
30.0012 -0.169579 -0.176002
31.0012 -0.174782 -0.170836
32.0013 -0.179827 -0.165516
33.0013 -0.18471 -0.160046
34.0014 -0.189428 -0.154433
35.0014 -0.193974 -0.148681
36.0014 -0.198346 -0.142794
37.0015 -0.20254 -0.13678
38.0015 -0.206551 -0.130642
39.0016 -0.210377 -0.124387
40.0016 -0.214013 -0.118019
41.0016 -0.217456 -0.111546
42.0017 -0.220704 -0.104972
43.0017 -0.223753 -0.0983037
44.0018 -0.226601 -0.0915468
45.0018 -0.229245 -0.0847076
46.0018 -0.231682 -0.0777921
47.0019 -0.233911 -0.0708067
48.0019 -0.23593 -0.0637575
49.002 -0.237736 -0.0566509
50.002 -0.239328 -0.0494933
51.002 -0.240705 -0.0422912
52.0021 -0.241865 -0.035051
53.0021 -0.242807 -0.0277793
54.0022 -0.243531 -0.0204826
55.0022 -0.244036 -0.0131674
56.0022 -0.244321 -0.00584038
57.0023 -0.244387 0.00149188
58.0023 -0.244232 0.00882281
59.0024 -0.243857 0.0161458
60.0024 -0.243263 0.0234542
61.0024 -0.24245 0.0307416
62.0025 -0.241419 0.0380013
63.0025 -0.240171 0.0452267
64.0026 -0.238706 0.0524115
65.0026 -0.237027 0.0595491
66.0026 -0.235134 0.0666331
67.0027 -0.23303 0.0736571
68.0027 -0.230716 0.0806149
69.0028 -0.228194 0.0875001
70.0028 -0.225467 0.0943065
71.0028 -0.222762 0.0860281
72.0029 -0.220531 0.0626722
73.0029 -0.219002 0.03926
74.003 -0.218176 0.0158124
75.003 -0.218054 -0.00764946
76.003 -0.218635 -0.0311044
77.0031 -0.21992 -0.0545314
78.0031 -0.221906 -0.0779092
79.0032 -0.224593 -0.101217
80.0032 -0.227978 -0.124434
81.0032 -0.232057 -0.147538
82.0033 -0.236828 -0.17051
83.0033 -0.242286 -0.193329
84.0034 -0.2482 -0.200973
85.0034 -0.254116 -0.193437
86.0034 -0.259804 -0.185726
87.0035 -0.265257 -0.177848
88.0035 -0.270472 -0.169811
89.0036 -0.275444 -0.16162
90.0036 -0.280167 -0.153284
91.0036 -0.284639 -0.14481
92.0037 -0.288854 -0.136206
93.0037 -0.292809 -0.127479
94.0038 -0.296501 -0.118637
95.0038 -0.299926 -0.109689
96.0038 -0.303081 -0.100642
97.0039 -0.305963 -0.0915038
98.0039 -0.30857 -0.0822838
99.004 -0.310899 -0.0729897
100.004 -0.312948 -0.0636298
101.004 -0.314716 -0.0542128
102.004 -0.3162 -0.0447469
103.004 -0.3174 -0.0352407
104.004 -0.318314 -0.0257029
105.004 -0.318942 -0.0161419
106.004 -0.319283 -0.00656636
107.004 -0.319336 0.00301507
108.004 -0.319102 0.0125938
109.004 -0.31858 0.0221612
110.004 -0.317772 0.0317086
111.004 -0.316678 0.0412275
112.004 -0.315299 0.0507093
113.005 -0.313636 0.0601455
114.005 -0.311691 0.0695275
115.005 -0.309466 0.0788469
116.005 -0.306962 0.0880954
117.005 -0.304181 0.0972646
118.005 -0.301127 0.106346
119.005 -0.297802 0.115332
120.005 -0.294209 0.124214
121.005 -0.290351 0.132985
122.005 -0.286231 0.141635
123.005 -0.281854 0.150159
124.005 -0.277224 0.158547
125.005 -0.272344 0.166792
126.005 -0.267219 0.174887
127.005 -0.261853 0.182825
128.005 -0.256252 0.190599
129.005 -0.25042 0.1982
130.005 -0.244362 0.205624
131.005 -0.238085 0.212862
132.005 -0.231593 0.219909
133.005 -0.224893 0.226758
134.005 -0.217991 0.233402
135.005 -0.210892 0.239837
136.005 -0.203604 0.246056
137.005 -0.196132 0.252053
138.006 -0.188484 0.257824
139.006 -0.180666 0.263362
140.006 -0.172686 0.268664
141.006 -0.16455 0.273724
142.006 -0.156266 0.278537
143.006 -0.147842 0.283099
144.006 -0.139284 0.287407
145.006 -0.130601 0.291457
146.006 -0.121801 0.295243
147.006 -0.112891 0.298765
148.006 -0.103879 0.302017
149.006 -0.0947736 0.304997
150.006 -0.0855831 0.307703
151.006 -0.0763155 0.310132
152.006 -0.0669793 0.312282
153.006 -0.0575828 0.314151
154.006 -0.0481345 0.315737
155.006 -0.0386429 0.317039
156.006 -0.0291164 0.318056
157.006 -0.0195638 0.318786
